序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
136,688507,索辰科技,80.88,5.93,4.53,7807.0,63199760.0,9.76,83.8,76.35,77.0,76.35,1.7,2.49,85.63,1.71,4947707180.0,2532162813.0,0.32,0.14,-29.85,-40.86
137,688017,绿的谐波,114.23,5.92,6.38,39685.0,447628022.0,9.96,116.98,106.24,108.79,107.85,2.18,2.35,228.89,9.57,19267421751.0,19267421751.0,-0.01,-0.06,-11.59,-25.58
138,300205,ST天喻,6.29,5.89,0.35,144050.0,89280549.98,22.22,6.85,5.53,5.87,5.94,1.48,3.39,55.61,1.8,2705052240.0,2670962264.0,-1.41,-1.72,-39.92,-42.08
139,002967,广电计量,15.49,5.88,0.86,330549.0,505705352.72,8.27,15.72,14.51,14.6,14.63,1.77,6.53,44.69,2.48,8910248355.0,7845155877.0,0.06,0.58,15.94,3.2
140,688778,厦钨新能,33.65,5.85,1.86,60620.0,205389427.0,9.19,35.02,32.1,32.6,31.79,1.98,2.97,31.81,1.63,14158944184.0,6870228972.0,0.0,-0.27,-14.51,-15.11
141,600257,大湖股份,6.54,5.83,0.36,1031614.0,679904786.0,11.33,6.8,6.1,6.15,6.18,1.66,21.44,-385.76,3.59,3147291210.0,3147291210.0,0.0,-0.46,5.31,6.0
142,000779,甘咨询,8.77,5.79,0.48,155573.0,138143167.29,8.2,9.12,8.44,8.63,8.29,4.48,4.14,16.57,1.15,4110264262.0,3299508720.0,0.57,0.46,-12.12,-18.65
143,605555,德昌股份,19.2,5.73,1.04,71255.0,135622105.0,8.7,19.59,18.01,18.14,18.16,1.78,5.25,20.36,2.67,7149327360.0,2605409568.0,0.05,-0.16,-10.95,-15.97
144,603997,继峰股份,12.81,5.69,0.69,97225.0,123352126.0,8.58,12.98,11.94,12.63,12.12,1.62,0.83,73.27,3.64,14937436647.0,14937436647.0,-0.08,0.0,3.31,-4.9
145,301095,广立微,54.97,5.67,2.95,52844.0,284063757.67,7.65,55.49,51.51,51.97,52.02,1.59,4.92,161.56,3.47,10994000000.0,5900362604.0,0.27,0.27,-18.51,-26.44
146,603075,热威股份,21.99,5.67,1.18,82462.0,177575587.0,9.27,22.18,20.25,20.65,20.81,1.4,20.61,35.18,4.41,8796219900.0,879819900.0,0.41,0.64,-12.36,-9.39
147,300349,金卡智能,13.31,5.63,0.71,205064.0,269935354.43,9.13,13.55,12.4,12.6,12.6,3.03,5.5,14.15,1.28,5600878786.0,4962093061.0,-0.08,-0.15,9.01,7.17
148,601966,玲珑轮胎,23.89,5.61,1.27,306475.0,725044116.0,8.0,24.31,22.5,22.5,22.62,1.84,2.08,25.4,1.68,35202457614.0,35202457614.0,-0.08,-0.17,18.91,24.23
149,301376,致欧科技,25.09,5.6,1.33,42102.0,104566895.71,9.85,25.9,23.56,23.58,23.76,1.96,11.8,26.38,3.36,10073635000.0,894997860.0,0.16,0.2,3.17,4.89
150,002003,伟星股份,11.76,5.57,0.62,184501.0,214620906.35,6.73,11.88,11.13,11.2,11.14,2.51,2.12,24.64,3.16,13750621703.0,10241475182.0,-0.08,0.0,10.53,8.39
151,002217,合力泰,1.52,5.56,0.08,1563762.0,234189949.24,6.94,1.55,1.45,1.5,1.44,1.57,5.02,-1.08,2.19,4736952654.0,4731819814.0,0.66,0.0,-35.86,-44.12
152,002023,海特高新,9.52,5.54,0.5,661356.0,627448290.44,7.54,9.72,9.04,9.18,9.02,1.26,8.93,158.83,1.66,7052989437.0,7052989437.0,-0.21,0.11,9.17,4.62
153,002085,万丰奥威,14.7,5.53,0.77,3620832.0,5256868649.74,13.07,15.32,13.5,13.9,13.93,1.61,17.05,43.65,4.77,31212473544.0,31212473544.0,-1.54,-3.03,180.0,197.57
154,300908,仲景食品,44.3,5.53,2.32,18124.0,78589374.14,6.86,44.38,41.5,41.84,41.98,1.57,2.14,25.71,2.64,4430000000.0,3749768937.0,0.59,0.61,5.03,7.34
155,002452,长高电新,6.89,5.51,0.36,183400.0,125054137.28,7.96,7.0,6.48,6.56,6.53,1.38,3.55,24.69,1.89,4274088066.0,3554584003.0,0.15,0.29,-3.37,-2.96
156,603344,星德胜,29.11,5.47,1.51,140705.0,399220887.0,11.81,29.94,26.68,27.2,27.6,1.32,29.52,28.6,3.01,5662796828.0,1387273961.0,-0.31,-0.34,51.77,51.77
157,601168,西部矿业,21.29,5.45,1.1,639773.0,1328238685.0,6.98,21.31,19.9,20.0,20.19,1.31,2.68,18.19,3.32,50734070000.0,50734070000.0,0.0,0.42,47.03,49.19
158,603031,安孚科技,43.26,5.44,2.23,24020.0,102035598.0,7.56,43.4,40.3,41.0,41.03,1.37,2.14,54.38,3.51,6298656000.0,4845120000.0,0.23,0.37,-6.51,-10.12
159,002311,海大集团,47.15,5.41,2.42,87635.0,406944761.01,7.0,47.49,44.36,44.61,44.73,2.35,0.53,28.08,3.98,78445811086.0,78389727481.0,0.11,0.04,14.94,4.99
160,002767,先锋电子,11.74,5.39,0.6,82013.0,95918892.5,9.87,12.24,11.14,11.6,11.14,1.89,6.3,231.08,2.17,1761000000.0,1528083343.0,-0.17,-0.42,-24.89,-26.99
161,300491,通合科技,18.02,5.38,0.92,98139.0,174199495.4,9.42,18.33,16.72,17.0,17.1,1.46,6.36,35.41,2.91,3136223307.0,2782412194.0,0.61,0.84,-15.2,-19.12
162,600733,北汽蓝谷,6.89,5.35,0.35,3382081.0,2314039277.0,11.16,7.14,6.41,6.55,6.54,1.49,7.45,-8.86,4.55,38401436834.0,31278307036.0,0.0,0.0,24.37,12.4
163,688059,华锐精密,63.0,5.35,3.2,19039.0,122376118.0,8.36,66.5,61.5,61.5,59.8,1.58,3.08,24.72,3.1,3896511633.0,3896511633.0,-0.14,0.32,-12.33,-19.96
164,002879,长缆科技,14.04,5.33,0.71,30922.0,43004017.4,7.28,14.24,13.27,13.59,13.33,1.25,2.32,37.59,1.57,2711231266.0,1869652900.0,-0.07,-0.07,-10.91,-12.36
165,603037,凯众股份,19.39,5.32,0.98,183376.0,355814645.0,9.23,20.13,18.43,18.78,18.41,1.44,13.5,36.67,3.04,2641746903.0,2633408815.0,-0.36,-0.21,3.41,-6.82
166,600568,ST中珠,1.19,5.31,0.06,33622.0,4001020.0,0.0,1.19,1.19,1.19,1.13,0.42,0.21,-6.9,0.97,2371514920.0,1862288463.0,0.0,0.0,-30.81,-30.81
167,000408,藏格矿业,30.43,5.29,1.53,220223.0,659432066.5,5.47,30.54,28.96,29.17,28.9,0.95,1.39,14.06,4.08,48092639271.0,48092137176.0,0.2,0.23,14.1,20.09
168,600121,郑州煤电,3.78,5.29,0.19,579808.0,222505633.0,10.31,3.95,3.58,3.61,3.59,1.34,4.76,144.02,2.87,4605597504.0,4605597504.0,-0.26,-0.53,-5.03,-6.9
169,301362,民爆光电,34.99,5.26,1.75,18506.0,63774776.04,8.06,35.3,32.62,33.06,33.24,2.13,7.29,14.75,1.45,3662403300.0,888313174.0,0.17,0.29,-10.31,-11.1
170,600289,ST信通,1.2,5.26,0.06,77515.0,9201688.0,4.39,1.2,1.15,1.17,1.14,2.01,1.37,-0.66,1.19,757262483.0,679107221.0,0.0,0.0,-46.9,-52.57
171,600246,万通发展,8.2,5.26,0.41,545039.0,445519823.0,9.88,8.49,7.72,7.98,7.79,1.87,2.74,-41.77,2.89,16296532088.0,16296532088.0,0.0,0.12,29.75,26.35
172,300209,ST有棵树,2.2,5.26,0.11,111259.0,23992223.0,11.96,2.28,2.03,2.09,2.09,1.11,2.82,-4.89,-19.39,928636126.0,868406315.0,0.46,0.46,-15.06,-21.43
173,000668,荣丰控股,7.02,5.25,0.35,59104.0,41084352.0,10.49,7.3,6.6,6.77,6.67,2.07,4.03,-23.57,0.87,1030830068.0,1030830068.0,-0.14,-0.14,-43.93,-44.72
174,688362,甬矽电子,19.15,5.22,0.95,63963.0,120820252.0,9.29,19.46,17.77,18.37,18.2,1.41,2.32,-80.48,3.19,7806689000.0,5274388750.0,0.31,0.05,-21.16,-26.88
175,300415,伊之密,23.17,5.17,1.14,225890.0,508811152.08,9.35,23.38,21.32,21.61,22.03,1.44,5.33,22.32,4.2,10856583486.0,9825250479.0,0.7,0.39,39.83,31.42
176,002927,泰永长征,12.95,5.11,0.63,213324.0,276010169.04,11.93,13.54,12.07,12.32,12.32,1.15,9.67,26.29,2.83,2890338731.0,2857321670.0,0.15,-0.08,-15.3,-17.73
177,600894,广日股份,11.76,5.09,0.57,310796.0,364585319.0,10.99,12.22,10.99,11.16,11.19,1.05,3.61,13.28,1.09,10112975485.0,10112975485.0,0.09,0.09,57.22,60.0
178,600746,江苏索普,6.82,5.08,0.33,168661.0,115085994.0,11.4,7.08,6.34,6.42,6.49,1.26,1.45,77.86,1.53,7964688469.0,7952681607.0,0.0,0.0,-3.4,-6.83
179,688352,颀中科技,9.94,5.07,0.48,86614.0,85130952.0,9.41,10.23,9.34,9.42,9.46,1.52,5.31,31.93,2.03,11819030643.0,1620236451.0,0.0,0.1,-20.92,-35.5
180,603557,ST起步,1.45,5.07,0.07,56952.0,8213838.0,3.62,1.45,1.4,1.4,1.38,1.0,1.06,-2.07,2.15,781078327.0,781078327.0,0.69,0.0,-31.6,-34.09
181,834415,恒拓开源,9.66,5.0,0.46,266540.0,251444425.63,25.98,10.9,8.51,8.69,9.2,1.73,19.33,91.67,2.58,1357340964.0,1331987589.0,0.84,1.79,75.96,51.65
182,600303,ST曙光,3.57,5.0,0.17,74375.0,26457350.0,3.53,3.57,3.45,3.45,3.4,0.87,1.1,-7.28,1.27,2411907033.0,2411907033.0,0.0,0.0,-9.85,-17.93
183,002769,普路通,6.09,5.0,0.29,366821.0,223625372.96,8.79,6.35,5.84,5.96,5.8,1.52,11.04,-27.06,1.74,2273506949.0,2024305343.0,0.0,0.5,-24.16,-29.02
184,002251,*ST步高,4.22,4.98,0.2,393293.0,165163288.3,3.98,4.22,4.06,4.06,4.02,1.37,4.68,-4.08,0.87,3545722716.0,3545722716.0,0.0,0.0,7.11,4.46
185,301113,雅艺科技,21.57,4.96,1.02,16243.0,35288457.0,19.27,23.76,19.8,20.62,20.55,1.75,8.79,50.66,2.07,1509900000.0,398711204.0,0.33,0.47,-31.52,-33.16
186,000963,华东医药,31.54,4.96,1.49,272189.0,848890823.28,6.12,31.97,30.13,30.2,30.05,2.67,1.55,19.49,2.63,55331490864.0,55223511782.0,-0.03,-0.13,-11.03,-23.93
187,600599,ST熊猫,10.86,4.93,0.51,31607.0,34074853.0,6.86,10.87,10.16,10.41,10.35,1.28,1.9,30.22,2.16,1802760000.0,1802760000.0,0.0,-0.09,-27.84,-26.07
188,301172,君逸数码,29.28,4.91,1.37,47890.0,141006631.97,6.41,30.25,28.46,29.54,27.91,1.42,15.84,62.13,2.53,3607296000.0,885395753.0,-0.07,-0.14,-30.85,-24.63
189,603786,科博达,61.67,4.9,2.88,11972.0,73246161.0,7.88,62.8,58.17,58.54,58.79,1.45,0.3,41.04,5.55,24913095081.0,24745793622.0,0.19,-0.18,-5.95,-13.58
190,603360,百傲化学,14.14,4.9,0.66,58302.0,81022771.0,6.6,14.24,13.35,13.5,13.48,1.11,1.63,13.51,3.21,5094899221.0,5060933244.0,-0.07,-0.28,33.02,33.77
191,300697,电工合金,10.29,4.89,0.48,119246.0,120729461.89,9.07,10.53,9.64,9.79,9.81,1.12,4.68,25.26,3.24,3424512000.0,2621892000.0,0.0,-0.1,-13.89,-20.36
192,002148,北纬科技,4.73,4.88,0.22,479844.0,224834454.91,10.2,4.91,4.45,4.62,4.51,2.04,10.63,115.55,2.17,2643805262.0,2135543613.0,-0.21,0.21,-17.16,-21.69
193,002789,建艺集团,8.65,4.85,0.4,48674.0,41350441.38,11.03,8.94,8.03,8.38,8.25,1.69,3.77,35.88,7.11,1380743396.0,1116682415.0,0.35,-0.23,-37.41,-37.14
194,002668,奥马电器,10.84,4.84,0.5,835206.0,891848338.28,11.9,11.29,10.06,10.34,10.34,1.66,7.7,14.94,8.31,11751767880.0,11751767880.0,0.18,0.18,59.88,63.99
195,688071,华依科技,26.02,4.83,1.2,24871.0,63661694.0,10.68,26.6,23.95,24.42,24.82,1.08,4.64,239.79,2.07,2206228618.0,1394888747.0,0.15,0.12,-38.79,-46.58
196,603179,新泉股份,42.12,4.83,1.94,83742.0,349320291.0,8.34,42.78,39.43,39.78,40.18,1.99,1.72,25.48,4.3,20525174350.0,20525174350.0,0.19,0.0,-8.65,-16.94
197,002656,ST摩登,1.31,4.8,0.06,67077.0,8657797.09,4.8,1.31,1.25,1.25,1.25,4.12,1.1,-12.69,2.04,933400996.0,798389397.0,0.0,0.0,-22.94,-28.02
198,601065,江盐集团,10.28,4.79,0.47,190289.0,196764306.0,7.34,10.63,9.91,9.96,9.81,2.33,4.57,13.35,1.61,6607738092.0,4279112492.0,0.19,0.39,-7.3,-10.14
199,870199,倍益康,12.47,4.79,0.57,21915.0,27254176.99,15.46,13.29,11.45,11.75,11.9,1.41,12.87,19.81,1.65,849329206.0,212356618.0,2.21,2.21,-41.46,-25.77
200,002072,凯瑞德,3.51,4.78,0.16,209702.0,72256958.74,8.96,3.57,3.27,3.39,3.35,2.23,8.14,-2242.41,25.31,1290556800.0,904194954.0,0.29,-0.85,-43.3,-42.83
201,300580,贝斯特,24.81,4.77,1.13,110860.0,274268445.83,11.61,25.75,23.0,23.61,23.68,1.77,3.47,30.09,3.01,8424495633.0,7922721148.0,-0.04,-0.12,-6.69,-18.06
202,870726,鸿智科技,20.34,4.74,0.92,48508.0,106072511.31,31.26,24.77,18.7,18.96,19.42,1.44,41.32,25.52,3.46,848973904.0,238773904.0,-1.6,-1.26,22.53,0.44
203,002986,宇新股份,15.7,4.74,0.71,62056.0,96720647.99,7.74,15.87,14.71,14.77,14.99,1.34,2.63,11.84,1.64,6032107236.0,3701782581.0,0.06,0.06,4.46,0.64
204,300709,精研科技,29.64,4.73,1.34,183327.0,534105295.53,9.15,30.3,27.71,28.13,28.3,1.73,12.31,35.48,2.72,5515312825.0,4412790692.0,0.82,0.37,3.85,-4.97
205,600362,江西铜业,27.26,4.73,1.23,604232.0,1598978666.0,7.03,27.47,25.64,25.8,26.03,1.23,2.91,14.51,1.4,94394003580.0,56571244260.0,0.52,0.96,50.19,52.63
206,300945,曼卡龙,12.02,4.7,0.54,422552.0,483153870.57,17.25,12.46,10.48,11.07,11.48,1.09,17.74,34.48,2.05,3148651369.0,2863038054.0,1.01,0.17,-12.01,-14.93
207,688410,山外山,23.89,4.64,1.06,27079.0,63661934.0,8.5,24.27,22.33,22.9,22.83,1.64,1.72,26.54,3.03,5151832751.0,3759655256.0,-0.25,-0.42,-15.64,-18.18
208,688070,纵横股份,43.31,4.64,1.92,42006.0,182820720.0,16.43,47.25,40.45,41.2,41.39,1.66,4.8,-63.75,6.21,3793089800.0,3793089800.0,-1.34,0.35,27.42,26.31
209,603117,ST万林,3.16,4.64,0.14,18177.0,5669241.0,5.63,3.16,2.99,3.0,3.02,0.78,0.29,-325.78,1.45,2000736626.0,2000736626.0,0.64,0.64,-3.66,-4.53
210,300025,华星创业,8.81,4.63,0.39,177212.0,155726339.34,10.57,9.1,8.21,8.55,8.42,1.28,4.09,-190.78,6.54,4482465643.0,3820658443.0,0.34,-0.11,-2.76,-8.13
211,603668,天马科技,13.15,4.61,0.58,74802.0,98389287.0,7.48,13.45,12.51,12.6,12.57,1.14,1.72,-32.11,2.41,6005195456.0,5735174934.0,0.0,-0.15,-24.43,-28.3
212,300424,航新科技,10.26,4.59,0.45,120866.0,124289613.74,7.65,10.63,9.88,9.9,9.81,1.44,5.05,254.94,3.44,2461326814.0,2455384971.0,0.29,0.29,-17.39,-21.68
213,301000,肇民科技,18.96,4.58,0.83,193860.0,377805090.01,14.73,21.38,18.71,19.14,18.13,3.76,28.05,31.71,2.86,3276298238.0,1310525438.0,0.96,0.96,0.64,-11.24
214,603306,华懋科技,20.84,4.57,0.91,142982.0,297083076.0,7.53,21.35,19.85,20.2,19.93,0.98,4.38,34.3,1.99,6795799085.0,6795799085.0,-0.05,-0.1,-10.48,-23.13
215,603009,北特科技,14.2,4.57,0.62,259811.0,374550786.0,11.56,14.94,13.37,13.58,13.58,2.01,7.68,100.14,2.94,5093967264.0,4805407374.0,-0.49,-0.42,18.93,-4.25
216,603799,华友钴业,30.15,4.54,1.31,692114.0,2093108480.0,6.76,31.09,29.14,29.26,28.84,1.68,4.1,12.83,1.61,51559116960.0,50842999496.0,-0.03,0.03,1.45,-8.44
217,301505,苏州规划,26.77,4.53,1.16,69618.0,187909949.06,17.42,29.57,25.11,26.26,25.61,2.84,33.37,69.95,2.48,2355760000.0,558461846.0,0.19,0.49,-21.52,-26.46
218,688097,博众精工,21.84,4.5,0.94,59710.0,128468775.0,10.48,22.5,20.31,20.9,20.9,1.63,6.43,24.65,2.34,9754787188.0,2029089208.0,0.46,0.0,-18.39,-35.0
219,603711,香飘飘,17.66,4.5,0.76,67883.0,118002021.0,7.28,18.11,16.88,18.11,16.9,2.08,1.65,71.93,2.15,7253770828.0,7253770828.0,0.34,-0.23,0.8,3.03
220,605300,佳禾食品,14.64,4.5,0.63,43823.0,62989632.0,7.0,14.73,13.75,13.89,14.01,1.29,7.61,21.32,2.67,5856146400.0,842911483.0,0.48,0.48,-8.44,-6.51
221,603496,恒为科技,25.59,4.49,1.1,269564.0,681434382.0,9.84,26.41,24.0,24.49,24.49,1.53,8.42,105.53,6.06,8194154528.0,8194154528.0,0.2,0.16,-6.98,-17.88
222,605066,天正电气,7.69,4.48,0.33,76732.0,58425710.0,7.07,7.82,7.3,7.4,7.36,1.26,1.91,15.79,1.72,3128161270.0,3083690000.0,0.13,-0.13,-17.67,-16.23
223,688522,纳睿雷达,60.6,4.48,2.6,91951.0,561879389.0,18.83,66.88,55.96,56.96,58.0,1.99,14.99,144.59,4.27,9372808080.0,3717220544.0,-0.36,0.08,22.92,9.21
224,301122,采纳股份,22.91,4.47,0.98,36630.0,83057253.78,6.98,23.27,21.74,21.93,21.93,0.91,8.28,22.66,1.57,2800648025.0,1013668025.0,0.31,0.09,-28.65,-32.34
225,003003,天元股份,8.42,4.47,0.36,62338.0,51756848.0,7.44,8.54,7.94,8.12,8.06,1.41,5.35,36.73,1.21,1490006231.0,981009468.0,0.12,-0.24,-28.1,-26.72
226,001324,长青科技,19.93,4.45,0.85,39653.0,77709554.89,9.96,20.4,18.5,19.4,19.08,1.77,11.49,34.64,2.56,2750340000.0,687585000.0,0.15,0.05,-14.02,-17.88
227,300777,中简科技,25.1,4.45,1.07,138669.0,346671161.93,7.95,25.76,23.85,24.1,24.03,1.55,3.27,33.8,2.74,11036659179.0,10635943878.0,0.04,0.08,-5.67,-15.86
228,605188,国光连锁,7.3,4.43,0.31,106349.0,78010825.0,6.87,7.48,7.0,7.01,6.99,1.13,2.15,231.26,3.26,3617734000.0,3617734000.0,0.0,-0.27,-25.74,-14.22
229,603950,长源东谷,15.31,4.43,0.65,161139.0,245211621.0,6.48,15.76,14.81,14.95,14.66,1.84,4.97,22.7,2.01,4962442548.0,4962442548.0,0.13,0.07,-0.84,-0.58
230,002472,双环传动,22.64,4.43,0.96,244059.0,547661460.73,7.61,23.05,21.4,21.67,21.68,1.81,3.22,23.67,2.43,19321834780.0,17153719142.0,0.18,0.13,-8.15,-12.99
231,603993,洛阳钼业,9.44,4.42,0.4,2448849.0,2246224180.0,6.08,9.44,8.89,8.97,9.04,1.05,1.39,24.72,3.48,203896831104.0,166764893184.0,0.21,0.21,76.78,81.54
232,600818,中路股份,23.6,4.42,1.0,194709.0,459560914.0,9.51,24.6,22.45,22.5,22.6,1.18,8.18,314.77,12.45,7586170676.0,5615806676.0,-0.3,-0.84,94.88,96.83
233,603067,振华股份,10.17,4.41,0.43,266244.0,266803694.0,12.53,10.7,9.48,9.55,9.74,1.33,5.26,13.96,1.85,5176694408.0,5145025028.0,0.0,0.3,2.62,-0.2
234,601336,新华保险,30.51,4.41,1.29,254186.0,769607928.0,6.74,31.06,29.09,29.15,29.22,2.34,1.22,10.92,0.91,95177366766.0,63626754263.0,0.23,0.2,6.98,-1.99
235,605298,必得科技,11.88,4.39,0.5,35553.0,42136818.0,8.52,12.25,11.28,11.49,11.38,1.35,2.53,92.58,1.78,1716660000.0,1667952000.0,0.25,0.25,-23.4,-23.8
236,002980,华盛昌,27.6,4.39,1.16,65201.0,180498007.85,9.08,28.51,26.11,26.4,26.44,0.98,9.08,31.01,3.62,3763395240.0,1982601840.0,0.29,-0.72,3.76,0.73
237,002816,*ST和科,10.02,4.38,0.42,19014.0,18950893.41,7.08,10.08,9.4,9.49,9.6,2.62,1.9,-42.88,3.13,1002000000.0,1002000000.0,0.1,0.1,-15.44,-14.65
238,000801,四川九洲,11.93,4.37,0.5,918483.0,1092780122.77,7.7,12.39,11.51,11.57,11.43,1.96,8.98,60.9,4.12,12202083287.0,12202083287.0,0.25,0.34,43.73,54.94
239,000822,山东海化,7.4,4.37,0.31,572527.0,428705271.89,7.05,7.8,7.3,7.5,7.09,2.52,6.4,6.34,1.28,6623680252.0,6623680252.0,0.14,0.0,10.28,8.19
240,300717,华信新材,12.9,4.37,0.54,21664.0,28015342.32,9.06,13.46,12.34,12.46,12.36,1.18,2.13,32.35,1.97,1325797500.0,1313908860.0,-0.08,-0.54,-22.75,-23.17
241,603667,五洲新春,16.49,4.37,0.69,197257.0,323329189.0,10.89,17.1,15.38,15.73,15.8,1.33,5.39,37.13,2.11,6077902801.0,6038683677.0,0.24,0.12,-10.91,-29.53
242,002827,高争民爆,14.65,4.34,0.61,57558.0,83078291.46,6.48,14.83,13.92,14.08,14.04,1.06,2.09,36.51,4.99,4043400000.0,4043383519.0,-0.2,0.0,-9.18,-12.54
243,603324,盛剑环境,23.36,4.33,0.97,15607.0,35741219.0,6.25,23.42,22.02,22.7,22.39,1.43,1.25,21.99,1.93,2913073760.0,2905512128.0,0.26,0.34,-15.45,-23.08
244,603308,应流股份,13.03,4.32,0.54,189329.0,245479655.0,8.73,13.41,12.32,12.46,12.49,1.39,2.77,27.41,2.02,8901404381.0,8901404381.0,-0.15,0.08,9.31,-9.07
245,000707,双环科技,7.3,4.29,0.3,226333.0,165475003.22,5.71,7.57,7.17,7.31,7.0,2.25,4.88,5.58,1.76,3388264085.0,3388264085.0,0.0,0.27,-6.89,-8.75
246,003001,中岩大地,13.65,4.28,0.56,50679.0,70309526.52,7.79,14.4,13.38,14.4,13.09,2.28,10.33,91.92,1.49,1738061011.0,669535216.0,-1.52,-1.66,-25.69,-24.46
247,688418,震有科技,17.1,4.27,0.7,92113.0,155915549.0,10.06,17.65,16.0,16.66,16.4,1.11,4.76,-39.82,3.98,3310731000.0,3310731000.0,0.18,0.23,-0.52,-9.33
248,301548,崇德科技,46.96,4.26,1.92,10961.0,50959728.16,6.93,47.98,44.86,45.13,45.04,1.25,7.31,26.07,1.99,2817600000.0,704400000.0,-0.28,-0.34,-17.93,-23.13
249,688552,航天南湖,18.35,4.26,0.75,59736.0,110894580.0,12.05,19.57,17.45,17.51,17.6,2.58,7.33,60.4,2.32,6188500800.0,1495130512.0,-0.05,-0.27,-14.65,-21.88
250,831526,凯华材料,18.68,4.24,0.76,99572.0,198706192.66,15.07,21.3,18.6,20.0,17.92,3.58,40.35,87.81,7.44,1544836000.0,461023670.0,-0.85,-1.11,-20.51,-31.8
251,003013,地铁设计,15.25,4.24,0.62,53325.0,80465347.0,5.06,15.41,14.67,14.67,14.63,2.9,1.33,14.13,2.53,6100152500.0,6100152500.0,0.2,0.26,-19.35,-6.96
252,600176,中国巨石,11.84,4.23,0.48,1063916.0,1244537158.0,7.92,12.05,11.15,11.25,11.36,1.71,2.66,15.57,1.65,47397138860.0,47397138860.0,0.08,0.25,25.82,20.45
253,301398,星源卓镁,47.55,4.21,1.92,44581.0,213888549.17,10.3,49.55,44.85,45.54,45.63,1.76,20.74,47.5,3.61,3804000000.0,1022325000.0,-0.52,0.46,-1.02,-3.53
254,002461,珠江啤酒,8.19,4.2,0.33,202065.0,164243412.16,5.09,8.25,7.85,7.86,7.86,2.95,0.91,29.07,1.82,18127160251.0,18127160251.0,0.12,0.0,4.07,3.67
255,600843,上工申贝,5.71,4.2,0.23,429005.0,243011497.0,9.85,5.88,5.34,5.46,5.48,1.05,9.14,32.69,1.22,4072180601.0,2679261788.0,0.35,0.88,2.33,-0.17
256,603662,柯力传感,29.09,4.19,1.17,120866.0,349216628.0,9.17,29.82,27.26,27.6,27.92,1.68,4.3,28.86,3.38,8218070217.0,8169340860.0,0.1,0.03,1.36,-19.17
257,301555,惠柏新材,28.97,4.17,1.16,25073.0,71994697.1,12.15,30.4,27.02,27.98,27.81,1.22,11.46,43.53,2.51,2672966299.0,633754296.0,0.31,-0.34,-25.22,-30.91
258,002356,赫美集团,3.77,4.14,0.15,133479.0,50583905.06,7.73,3.9,3.62,3.62,3.62,1.27,1.02,-104.73,8.48,4943429544.0,4943429544.0,0.27,0.27,-32.56,-24.75
259,300866,安克创新,85.03,4.13,3.37,32266.0,269774412.26,5.45,85.11,80.66,81.56,81.66,1.7,1.45,21.36,4.56,34558505411.0,18961202013.0,0.29,0.18,5.25,-4.03
260,300807,天迈科技,21.32,4.1,0.84,41188.0,86622988.63,10.64,21.98,19.8,20.9,20.48,1.32,8.44,-21.93,2.64,1450603995.0,1040994753.0,0.24,0.38,-28.05,-32.27
261,301413,安培龙,50.93,4.09,2.0,16399.0,82700551.52,9.95,52.88,48.01,49.0,48.93,0.9,10.16,47.43,3.41,3855087017.0,822393092.0,-0.31,0.04,-18.25,-31.36
262,300272,开能健康,5.11,4.07,0.2,186228.0,95344469.02,8.15,5.27,4.87,4.95,4.91,1.32,4.32,17.11,2.59,2949369094.0,2202811089.0,0.0,0.0,-16.23,-16.91
263,600990,四创电子,15.61,4.07,0.61,86494.0,135452004.0,8.53,16.27,14.99,14.99,15.0,1.29,3.22,-36.91,1.63,4308501926.0,4199288185.0,-0.13,-0.13,-13.9,-21.83
264,601212,白银有色,3.33,4.06,0.13,2201151.0,715038775.0,6.88,3.35,3.13,3.17,3.2,0.7,2.97,-360.6,1.63,24657899122.0,24657899122.0,0.3,0.3,25.19,23.79
265,001288,运机集团,24.11,4.06,0.94,28589.0,68335208.06,5.14,24.37,23.18,23.39,23.17,0.99,4.65,37.71,2.0,3857643109.0,1482667668.0,0.21,0.04,42.33,43.34
266,300870,欧陆通,42.84,4.06,1.67,26664.0,112264010.98,9.76,43.83,39.81,41.12,41.17,1.34,2.63,75.77,2.55,4335408000.0,4335408000.0,0.07,-0.14,4.74,-3.23
267,600753,庚星股份,6.42,4.05,0.25,55813.0,35321420.0,7.94,6.56,6.07,6.29,6.17,1.43,2.6,-34.12,5.82,1478572064.0,1380556800.0,-0.16,-0.62,-37.12,-38.39
268,000550,江铃汽车,31.18,4.04,1.21,112317.0,348973380.06,6.81,31.77,29.73,30.0,29.97,1.73,2.17,18.24,2.6,26915012520.0,16165681329.0,0.06,-0.67,55.82,63.85
269,603219,富佳股份,14.44,4.03,0.56,118675.0,170313453.0,6.05,14.67,13.83,14.02,13.88,1.24,7.64,31.2,5.3,8106616000.0,2242318938.0,0.07,-0.28,-4.75,6.49
270,300905,宝丽迪,26.82,4.03,1.04,355599.0,1009445088.53,15.87,30.8,26.71,28.81,25.78,2.1,30.27,47.53,2.62,4728359456.0,3150901918.0,-0.59,-0.81,54.32,38.39
271,603193,润本股份,16.52,4.03,0.64,35443.0,57514452.0,8.0,16.75,15.48,15.82,15.88,1.13,5.84,27.74,3.56,6683881547.0,1002598800.0,0.36,0.18,-10.31,-9.13
